name,slug, migrant(s)/1,000 population,date_of_information,ranking,region
"Virgin Islands","virgin-islands","-7.3","2023",219,"Central America and the Caribbean"
"Jamaica","jamaica","-7.4","2023",220,"Central America and the Caribbean"
"Eritrea","eritrea","-9.4","2023",221,"Africa"
"Nauru","nauru","-10.2","2023",222,"Australia and Oceania"
"Puerto Rico","puerto-rico","-10.8","2023",223,"Central America and the Caribbean"
"Guam","guam","-10.9","2023",224,"Australia and Oceania"
"Jordan","jordan","-11","2023",225,"Middle East"
"Maldives","maldives","-12.8","2023",226,"South Asia"
"Northern Mariana Islands","northern-mariana-islands","-13.5","2023",227,"Australia and Oceania"
"Tonga","tonga","-18.1","2023",228,"Australia and Oceania"
"Micronesia, Federated States of","micronesia-federated-states-of","-20.9","2023",229,"Australia and Oceania"
"Cook Islands","cook-islands","-26.2","2023",230,"Australia and Oceania"
"American Samoa","american-samoa","-27.4","2023",231,"Australia and Oceania"
