name,slug, deaths/1,000 population,date_of_information,ranking,region
"Togo","togo","5.2","2023",191,"Africa"
"Iran","iran","5.2","2023",192,"Middle East"
"Nicaragua","nicaragua","5.1","2023",193,"Central America and the Caribbean"
"Tanzania","tanzania","5","2023",194,"Africa"
"Senegal","senegal","5","2023",195,"Africa"
"Kenya","kenya","5","2023",196,"Africa"
"Congo, Republic of the","congo-republic-of-the","5","2023",197,"Africa"
"Tonga","tonga","5","2023",198,"Australia and Oceania"
"Paraguay","paraguay","4.9","2023",199,"South America"
"Guatemala","guatemala","4.9","2023",200,"Central America and the Caribbean"
"Falkland Islands (Islas Malvinas)","falkland-islands-islas-malvinas","4.9","2012",201,"South America"
"Tajikistan","tajikistan","4.9","2023",202,"Central Asia"
"Uganda","uganda","4.9","2023",203,"Africa"
"Macau","macau","4.8","2023",204,"East and Southeast Asia"
"Anguilla","anguilla","4.7","2023",205,"Central America and the Caribbean"
"Saint Martin","saint-martin","4.7","2023",206,"Central America and the Caribbean"
"Malawi","malawi","4.5","2023",207,"Africa"
"Algeria","algeria","4.4","2023",208,"Africa"
"Marshall Islands","marshall-islands","4.3","2023",209,"Australia and Oceania"
"Egypt","egypt","4.3","2023",210,"Africa"
"Micronesia, Federated States of","micronesia-federated-states-of","4.2","2023",211,"Australia and Oceania"
"Singapore","singapore","4.2","2023",212,"East and Southeast Asia"
"Maldives","maldives","4.2","2023",213,"South Asia"
"Syria","syria","4.1","2023",214,"Middle East"
"Solomon Islands","solomon-islands","4","2023",215,"Australia and Oceania"
"Vanuatu","vanuatu","4","2023",216,"Australia and Oceania"
"Iraq","iraq","3.9","2023",217,"Middle East"
"Brunei","brunei","3.9","2023",218,"East and Southeast Asia"
"Saudi Arabia","saudi-arabia","3.5","2023",219,"Middle East"
"Libya","libya","3.5","2023",220,"Africa"
"West Bank","west-bank","3.5","2023",221,"Middle East"
"Turks and Caicos Islands","turks-and-caicos-islands","3.5","2023",222,"Central America and the Caribbean"
"Jordan","jordan","3.5","2023",223,"Middle East"
"Oman","oman","3.2","2023",224,"Middle East"
"Gaza Strip","gaza-strip","3","2023",225,"Middle East"
"Bahrain","bahrain","2.8","2023",226,"Middle East"
"Kuwait","kuwait","2.3","2023",227,"Middle East"
"United Arab Emirates","united-arab-emirates","1.6","2023",228,"Middle East"
"Qatar","qatar","1.4","2023",229,"Middle East"
